Year,Species,CA14_2,ID33_1,ID33_2,ID33_3,MT53_1,NV55_1,NV55_3,OR69_2,OR69_3,UT85_1,WA89_2,CA14_1,CA14_3,CA14_4,CA14_5,CA14_6,CA14_7,OR69_1,WA89_1,MT53_2,WY92_1,AZ6_1,AZ6_2,AZ6_3,NM60_1,NV55_2,UT85_2,UT85_3
1991,MALL,10.8911869,8.363575703,11.31824789,10.16130303,10.06760271,8.297792627,6.943122422,11.17068865,8.937087036,8.86177531,13.45399248,5.529429088,12.46895985,10.38773303,10.74858299,6.925595197,6.306275286,10.65450262,12.01259105,9.44864836,7.307202314,NA,6.458338284,NA,8.538954683,6.350885717,7.778630148,6.269096285
1992,MALL,11.49675543,7.895436007,11.55315528,10.30708425,10.36979687,8.847503625,7.021976424,12.46872148,9.927789845,8.892473969,13.42104325,5.929589144,12.05106076,9.918523938,9.895354569,7.601402335,6.694562059,11.02989333,11.41285095,9.081256217,7.700295204,NA,7.015712421,NA,9.113829473,5.525452938,8.345217927,7.389563954
1993,MALL,9.667195438,7.904703914,11.72410169,10.19421498,10.0762637,7.957177323,6.56667243,10.61499024,7.328437352,8.59692816,11.96745372,NA,11.95206388,10.40804356,10.40386882,NA,6.255750041,10.77492735,10.92426442,8.67419694,7.080867898,NA,8.235360644,NA,8.980172205,6.629363255,8.304247464,7.602900462
1994,MALL,11.3350062,8.332308352,11.87668624,10.05852355,10.66620744,9.078407701,7.286876412,12.20309823,8.852664927,9.591854259,12.74774556,6.675823221,12.47282726,10.32436659,10.52661455,6.722629795,6.03787092,11.03772435,11.26561729,NA,NA,NA,7.731930722,NA,9.314249836,6.994849987,8.618123909,8.605204069
1995,MALL,11.05975535,8.879193929,11.71245642,9.914328575,10.06215658,9.463120392,7.04838641,11.54349347,9.210540351,9.740909798,12.67004563,NA,12.2626798,10.23570073,10.42269793,6.533788837,7.416979621,10.75690238,11.5213003,9.267571005,NA,NA,8.074026215,NA,9.850034033,6.736966959,8.822469572,9.320180837
1996,MALL,11.52347957,10.14337022,11.76453985,8.543055852,10.21170728,10.09497531,6.836259277,10.73511324,9.384041547,10.95381955,12.40098543,6.320768295,13.06687604,10.65225864,10.37629973,6.442540167,6.590301047,10.36040594,11.12261987,9.254357256,NA,NA,8.400434631,NA,8.923857579,7.039660349,9.503905108,9.538924436
1997,MALL,10.80387245,8.458292083,11.73678076,9.252441547,7.804659297,10.03157289,7.107425474,11.36959767,9.968385385,10.61702542,12.02063424,6.22653667,12.42272316,10.48492074,10.00401139,8.164794803,7.286876412,11.06471464,11.22112827,7.800163069,NA,NA,7.785720897,NA,9.027978815,7.983781069,9.246190024,10.13078247
1998,MALL,11.57186396,9.648917833,12.55342123,8.623713036,10.20555318,9.120853205,6.86797441,11.73715643,8.496173824,10.09087957,12.97814191,5.65248918,12.4629488,10.52913182,10.57745191,7.995643605,7.142036575,11.30710598,11.64647686,8.977651408,NA,NA,9.114930187,NA,9.19907718,7.295056417,9.500693872,9.581145019
1999,MALL,10.82478573,8.482187581,12.42022389,10.37570747,9.282102739,9.092007185,6.86797441,11.41491564,9.542804587,9.817275855,13.60988394,NA,12.79143415,10.48380192,9.692334329,6.98100574,7.337587742,11.68124951,12.0169923,9.948843255,NA,NA,8.611593867,NA,9.952753793,8.43468077,9.139703292,10.68994291
2000,MALL,10.69650269,9.026898189,12.38556521,9.531118673,10.50673738,9.539859924,6.381816018,11.41907622,9.305832354,10.21500821,12.66949844,5.768320995,12.53932184,10.03100087,10.91140898,5.973809611,3.36729583,11.25453031,11.73535676,10.0052767,NA,6.710523109,7.57147365,7.782390336,8.815963561,7.167037878,9.728955578,9.647045716
2001,MALL,10.3232171,8.897408864,11.47761948,7.891704659,10.4139131,9.536112711,6.857514063,10.52331107,9.234252191,9.730086094,12.38797328,5.365976014,12.38995132,10.72902172,10.67936613,6.552507887,6.976348071,11.12165908,11.6693564,9.89075686,NA,7.035268598,6.803505258,5.831882477,9.287208816,7.897668151,9.474932921,9.112837791
2002,MALL,10.2399955,8.575839386,11.90625051,9.639196433,10.13634378,9.409273194,6.673297967,10.2474318,8.994544759,8.753845092,12.36187054,6.270988432,12.11063496,9.692087278,9.803722463,7.35436233,6.852242568,10.8826404,11.65377377,9.753884849,7.415776974,6.259581464,7.647308832,7.137278437,8.749890955,7.451822235,9.264733856,7.990576882
2003,MALL,10.691513,9.316860215,11.26156246,9.859483416,10.27904313,9.753536376,6.857514063,10.7243681,8.242756347,9.635542747,12.06393288,6.450470422,12.13121439,10.67466002,10.05668063,6.684611728,6.642486801,11.19415168,11.93137919,9.767954157,7.628031126,7.482118923,7.160845907,7.090076836,8.534640106,7.591861715,8.648922962,8.562548892
2004,MALL,9.376786581,NA,NA,NA,8.484670001,9.294037931,7.003974137,8.616314282,8.690810308,8.791029857,12.3409007,7.398174094,12.3801688,10.57298221,10.30447599,6.601230118,7.022868086,7.323170718,12.22442324,9.690665549,NA,7.496097346,7.430707083,7.188412736,8.471149253,7.539027055,8.921724531,7.45007957
2005,MALL,11.79796154,9.0015927,11.85929853,9.610390847,9.325809622,9.427948631,7.560601163,10.00111323,8.282735881,10.50613546,11.93855261,7.53955883,12.67742224,9.66503999,9.584383609,6.375024819,7.794823151,11.37492697,12.66707652,10.12519007,7.703910209,6.577861357,7.404887575,9.049232212,8.998507611,8.103191753,8.350666239,8.58783803
2006,MALL,11.33917904,7.946263643,11.46749914,8.534246946,8.936824154,9.811865563,7.490529402,10.5480483,8.498010373,10.51878129,12.13219465,7.220373838,12.39710614,10.13709615,11.04771035,4.369447852,7.229838777,10.94399392,12.15016874,9.071193241,7.756623334,6.345636362,6.885509671,7.372746365,8.393894974,8.014335738,8.766394278,8.327726167
2007,MALL,10.78727575,8.317033477,12.20158258,8.422222953,9.767324129,9.95731264,7.878912912,9.876835522,9.520395295,9.718903437,12.71191387,7.779885114,12.54055719,10.12065327,10.27114694,6.576469568,7.002155953,11.11440121,12.00103297,9.778094383,7.863651265,5.433722003,6.148468296,6.493753839,8.59877318,7.711996506,9.412954632,8.085178747
2008,MALL,10.46740835,7.756195343,11.82535381,8.214194416,9.349493434,10.11046107,8.140607043,11.10683516,8.489205156,9.651043915,12.18412352,NA,12.04698312,9.646270021,10.74294044,7.096721378,7.290292882,11.3110051,11.68026028,9.404508151,7.550661244,NA,7.033506485,7.709756864,9.277438116,6.827629234,9.052047792,6.941190056
2009,MALL,9.825580063,8.174702882,12.13983134,8.711607996,8.409385238,9.352794339,8.331104547,10.81611157,8.193953023,8.324578846,11.46430229,6.774223886,11.89997538,10.15253274,10.37217782,6.529418837,6.992096427,11.04271381,11.97919087,9.517163087,7.712890961,NA,7.029972911,8.14786713,8.637639345,7.40671073,8.926251835,7.714677475
2010,MALL,9.332646497,8.140023952,11.81593694,9.560926818,8.955319082,9.095041748,8.577535419,11.37736917,8.454466361,8.485496104,12.40359886,7.461065514,11.72435265,5.533389488,10.29024543,4.897839799,7.605392365,10.74976346,11.99491325,9.628721704,7.647308832,4.454347296,7.100851909,8.609954671,8.647343875,6.834108739,8.895766603,6.803505258
2011,MALL,11.01371545,NA,NA,NA,8.553332238,9.50308461,8.442685138,11.03638854,8.303009382,6.326149473,11.7100289,NA,11.72867374,7.450660795,10.4992975,6.335054252,6.800170069,9.90678212,12.33712284,8.863049828,7.45007957,NA,6.766191714,8.707648249,9.429877428,7.511524647,7.425953657,7.610357618
2012,MALL,9.402694764,NA,NA,NA,9.641148289,9.791773562,8.678631537,10.6448533,8.997023381,9.294129898,12.01472447,NA,11.87788103,9.385049695,9.260367865,5.472270674,7.993282327,10.45492715,11.67363175,9.45532369,7.596392304,NA,6.496774989,8.025843344,9.186662245,7.282073659,9.219101879,8.322151069
2013,MALL,NA,NA,NA,NA,9.52361709,9.983453333,8.182000136,9.194617411,7.582229195,8.045908743,12.07518917,8.045908743,12.06479706,9.828817885,8.703340753,NA,6.642486801,10.26217547,11.27206336,9.538492377,5.416100402,NA,6.886531643,0.693147181,10.00919801,7.008505182,8.569026341,7.193685817
2014,MALL,7.210079629,9.299815379,5.860786222,NA,9.085343882,9.302281245,7.436027817,11.10926373,7.330405213,7.073269717,12.87704068,NA,11.83515388,9.675896626,9.067739403,NA,7.0724219,10.81795663,11.83824286,9.695602004,7.487173693,NA,6.821107473,2.48490665,9.576302061,7.628031126,8.757626411,8.4945385
2015,MALL,9.146441646,6.856461984,9.686698766,NA,9.786672797,9.696278865,8.121480376,9.759674918,9.158099259,8.743212604,12.48197941,NA,11.8691303,8.703838719,8.392083381,NA,7.145196136,10.521992,11.67746485,8.304742269,NA,NA,NA,NA,9.61427097,7.822044008,9.265301929,7.370230642
2016,MALL,NA,NA,NA,NA,8.762176508,NA,NA,NA,NA,NA,11.4104386,NA,NA,NA,NA,NA,NA,NA,11.83237506,9.661989076,NA,NA,NA,NA,NA,NA,NA,NA
1955,NOPI,7.518064182,NA,NA,NA,5.783825182,8.952475967,5.64190707,NA,NA,8.988570877,7.14677218,9.310276201,13.83239521,13.26103951,12.96644614,10.15307827,10.0305166,NA,11.10355775,NA,NA,3.433987205,8.229244416,9.397815294,NA,4.394449155,7.611347719,7.31055016
1956,NOPI,7.311218384,NA,NA,NA,5.80513497,8.248529125,7.723562471,NA,NA,9.02953766,6.763884909,10.06929856,14.43340172,12.08842023,12.59697895,9.486910939,9.506065016,NA,10.58855216,NA,NA,4.663439094,8.513988061,9.056606273,NA,5.056245804,8.304247464,5.252273427
1957,NOPI,11.01839961,NA,NA,NA,NA,8.262042843,5.749392986,NA,NA,8.235095496,7.989899374,9.789814808,13.40531578,13.78010201,12.15674059,11.01720189,10.23641781,NA,10.27704911,1.098612289,NA,3.784189633,9.746775261,9.438590861,NA,3.36729583,7.867488569,5.420534999
1958,NOPI,9.312084356,NA,NA,NA,NA,8.847216104,7.04053639,NA,NA,10.11257275,9.041329829,8.305484017,14.64537418,12.01051994,11.61151209,11.1047166,10.83645839,NA,10.35300144,NA,NA,2.564949357,8.389587068,8.279189778,NA,4.488636371,8.804775258,6.552507887
1959,NOPI,11.09513471,NA,NA,NA,NA,10.61154798,7.047517221,NA,NA,9.988058453,7.967280178,8.195885392,13.68705881,13.41256876,12.74027099,11.08565944,10.93508715,NA,10.21738547,NA,NA,5.950642552,8.723394021,8.678461339,NA,5.634789602,4.912654885,5.472270674
1960,NOPI,9.993191136,NA,NA,NA,3.970291914,8.724695047,6.952728646,NA,NA,7.561641745,9.212338376,9.513477399,13.66533048,13.27993961,11.47017453,10.15626757,10.70349163,NA,10.97623487,NA,3.931825632,4.691347882,9.394909401,7.709308332,4.795790545,6.436150369,4.127134384,3.178053831
1961,NOPI,8.866581652,NA,NA,NA,5.513428747,6.364750756,8.417814746,NA,NA,9.279586545,9.661798084,8.029758519,13.89743703,12.6239471,12.10199464,10.41463312,10.40867732,NA,10.82869838,0.693147181,5.017279836,5.356586275,9.118225082,7.418180823,NA,5.860786222,5.780743515,3.044522438
1962,NOPI,8.812248017,NA,NA,NA,5.12396398,6.830874235,7.895436007,NA,NA,6.704414356,8.874587877,8.41272117,13.45899417,12.76949546,12.61854978,9.969088009,9.617870015,NA,10.48662454,NA,5.030437922,2.197224576,8.361007108,8.099554283,NA,4.836281907,0.693147181,1.098612289
1963,NOPI,11.61015199,NA,NA,NA,6.216606101,7.863651265,7.293697721,NA,NA,9.85974463,9.049936851,9.114490045,13.73615237,12.29294276,11.7965694,9.996567976,10.0463317,NA,10.86767281,NA,4.043051269,6.448889393,7.655390645,7.69802917,3.713572067,5.916202063,4.043051269,3.737669617
1964,NOPI,11.50742034,NA,NA,NA,4.727387818,10.0637339,8.491875383,NA,NA,9.051813465,10.18229284,8.830396802,13.81750956,12.25205411,11.82019691,9.389824575,10.25804526,NA,9.840068405,1.38629436,3.970291914,6.313548047,7.178545484,6.942156706,NA,7.565275282,5.455321114,NA
1965,NOPI,NA,NA,NA,NA,3.931825632,9.112286432,8.61540824,8.157943508,7.434847875,7.88570539,8.900003608,NA,NA,NA,NA,NA,NA,10.78673843,9.305923242,NA,2.197224576,5.564520407,8.456168489,7.060476365,1.38629436,5.627621114,1.791759468,NA
1966,NOPI,10.19634372,NA,NA,NA,NA,9.1902397,7.496097346,10.06143103,7.747596839,9.779849913,9.481130577,9.401043373,13.33511876,13.2353813,11.83073899,10.01721794,11.27063732,10.86218622,10.2646524,NA,4.304065094,6.059123196,8.675563527,7.785720897,NA,5.420534999,4.770684624,1.945910149
1967,NOPI,10.0573239,NA,NA,NA,4.615120517,9.782787767,8.145549631,NA,NA,7.845024418,10.23691946,9.465060106,13.6674768,13.80462957,12.3459911,9.996932358,10.73772188,NA,9.893639217,NA,3.465735902,3.044522438,8.437500424,6.504288172,NA,6.347389209,6.856461984,NA
1968,NOPI,8.609954671,NA,9.572201843,7.296413268,5.752572639,4.454347296,6.73459166,7.515344571,7.653494911,7.993619994,9.344871264,8.323608442,13.3001932,12.7082288,12.31743959,9.851457146,10.55604709,10.83521847,10.97669656,NA,NA,NA,9.636065519,NA,NA,4.812184354,3.637586161,NA
1969,NOPI,8.737933859,NA,9.246961556,7.973844376,3.931825632,7.428333194,5.831882477,6.957497371,7.19893124,8.654691705,7.789040402,8.182559264,13.92020205,12.04696554,12.34289985,9.399720294,10.05031146,10.6794812,10.95579409,2.48490665,2.397895272,NA,7.610852789,5.746203192,5.993961428,4.912654885,6.259581464,4.969813299
1970,NOPI,8.970050662,NA,9.136693832,8.351846738,4.700480365,5.673323267,6.698268054,7.798112629,6.126869184,8.624431942,9.292473202,6.738152495,14.00112834,13.34537252,12.96426291,NA,10.80366923,10.93496239,10.58458746,0.693147181,NA,NA,8.211482917,5.556828062,6.698268054,3.433987205,7.274479559,5.416100402
1971,NOPI,8.072155307,NA,8.231642181,6.946013992,1.945910149,6.708084084,5.95583737,9.135293499,6.608000625,6.576469568,8.953381473,6.186208623,14.75544985,12.82928276,13.54341439,6.685860947,10.22853766,11.10405456,10.37832324,NA,NA,NA,8.231109841,7.178545484,5.525452938,5.765191103,7.657282792,4.997212273
1972,NOPI,6.133398042,NA,8.78431535,NA,3.465735902,5.697093486,7.300472815,8.028781162,6.830874235,7.624130586,8.595634618,8.97853441,14.27457394,13.12486225,13.27457103,NA,10.50632702,11.79258545,10.7220552,NA,NA,5.993961428,9.09492952,6.508769137,NA,4.33073334,6.248042874,3.737669617
1973,NOPI,8.318986125,NA,8.453187862,6.269096285,NA,6.082218912,6.792344427,8.093462274,6.455198564,6.543911847,7.588829878,6.97354302,14.57732569,10.20370325,13.22019946,NA,10.66267993,10.68200935,10.37720303,0.693147181,NA,3.713572067,9.206633509,6.196444128,3.091042454,4.454347296,5.398162702,3.178053831
1974,NOPI,3.044522438,NA,8.955448123,2.397895272,5.017279836,5.771441122,7.390798522,7.131698511,6.602587893,7.702556114,7.783640596,8.989444293,14.61232652,11.44041929,13.78535131,NA,10.83665507,11.08792579,9.745604919,2.397895272,3.526360525,NA,NA,5.942799376,3.218875826,4.709530202,7.164720379,1.38629436
1975,NOPI,9.159152335,NA,6.378426184,7.271703707,3.433987205,6.390240668,7.749753405,8.392536587,7.794823151,7.527793988,8.890410553,7.670894832,14.43928408,13.24616559,13.37430583,NA,10.27601616,11.67797369,10.00111323,NA,2.397895272,1.791759468,7.346655164,NA,1.609437912,5.017279836,4.094344561,2.48490665
1976,NOPI,12.39524982,NA,8.490027524,7.181591945,4.624972814,9.116139576,7.948385284,9.208338369,8.947806092,8.14786713,9.299083581,9.107310472,14.12692576,13.14271683,13.75164488,NA,9.811427086,11.088782,11.75331151,NA,3.178053831,NA,5.525452938,NA,4.948759891,5.655991811,6.124683391,NA
1977,NOPI,11.18443529,NA,5.468060141,8.543055852,5.866468056,8.436850438,6.59441346,7.345364841,8.835064936,8.027802849,8.583542572,9.599066156,14.06122232,13.81358471,13.90140473,NA,10.14116497,11.1581202,10.63262909,NA,2.564949357,NA,6.908754778,NA,5.549076084,5.252273427,4.33073334,3.401197382
1978,NOPI,11.34865206,NA,8.224431573,10.17267464,3.258096538,7.841099765,6.994849987,7.356279877,9.670987869,8.841737429,7.614805365,7.657282792,14.59469827,12.04135129,12.78164896,NA,10.33107286,11.12748355,10.71437332,NA,3.583518939,3.433987205,6.66057515,NA,NA,4.836281907,NA,3.583518939
1979,NOPI,10.94730921,NA,8.446985297,5.505331536,4.510859506,5.690359454,7.487733762,7.057036982,8.331104547,6.401917196,6.814542897,8.945853857,14.24136374,13.2529196,13.80724247,NA,8.979164649,10.79505517,10.35405349,0.693147181,NA,5.303304907,8.738895706,NA,5.602118821,3.713572067,5.303304907,NA
1980,NOPI,12.35750965,NA,8.117610745,8.563504095,4.983606622,8.872907673,7.208600338,8.984066928,9.309280319,8.811950178,8.27842826,7.75405264,14.72196548,13.29572996,12.91429561,NA,10.18058885,11.82255492,11.10821507,NA,NA,4.615120517,9.293301893,NA,3.433987205,4.33073334,8.151333338,2.772588723
1981,NOPI,11.53713991,NA,6.877296071,7.351158226,5.081404365,8.905986765,7.115582126,10.15303932,10.35863132,10.11871989,10.63801657,7.842278778,14.39679614,12.46572554,11.59663222,9.738377033,9.460787759,10.33906147,10.65464417,NA,NA,NA,8.17329344,NA,2.397895272,5.081404365,8.297792627,7.151485463
1982,NOPI,10.70326694,NA,7.151485463,4.65396035,4.795790545,5.023880521,6.781057625,10.38575937,NA,7.719573989,7.909489492,7.618742378,14.25898475,10.50605336,11.50802347,8.212297138,9.424322082,9.638740452,9.751617604,NA,NA,NA,6.680854678,NA,NA,4.709530202,7.440733706,3.663561646
1983,NOPI,9.441531456,NA,8.367532417,6.962243464,4.882801922,7.974532844,7.897668151,10.3928648,6.216606101,7.984462733,9.732165282,6.601230118,13.73535851,10.82299311,11.13189928,8.920121752,9.662752678,9.846546763,9.629182277,NA,3.295836866,NA,7.630946581,NA,7.208600338,5.398162702,7.352441099,3.87120101
1984,NOPI,8.400884068,NA,5.717027702,2.995732274,2.63905733,8.45977592,6.938284483,5.493061444,4.770684624,6.65929392,9.118444357,7.53955883,14.51122245,11.95054148,11.89604953,9.26350192,8.632484236,10.02055922,10.44147104,NA,3.931825632,NA,8.003028666,NA,4.615120517,4.795790545,8.698681066,5.204006687
1985,NOPI,9.159152335,1.945910149,8.01002753,0.693147181,6.042632834,5.968707559,6.431331082,9.217216676,5.105945473,5.283203728,10.34390144,8.373553742,13.16729085,11.82956664,11.16047018,9.073489188,8.62173337,10.38714751,9.90832583,0.693147181,3.433987205,NA,7.055312843,NA,NA,4.262679878,6.845879876,2.48490665
1986,NOPI,7.244941546,NA,5.283203728,2.772588723,3.496507562,6.478509643,6.857514063,7.370860166,6.874198495,6.423246963,8.517593111,7.452982329,13.79762761,11.15199864,11.03426043,9.873337575,9.862873869,10.837795,10.43102279,NA,3.713572067,NA,8.236420528,NA,4.488636371,4.394449155,5.793013609,NA
1987,NOPI,9.798182591,6.857514063,5.707110266,5.468060141,3.663561646,10.02574943,7.550135343,8.803273982,5.64190707,5.846438776,8.826000545,5.231108618,12.71001262,11.59566607,11.19743359,9.659248037,10.13185742,10.39246626,9.623641366,NA,3.433987205,NA,7.723562471,NA,NA,5.58349631,6.967909202,3.218875826
1988,NOPI,9.050288983,NA,5.209486153,NA,2.397895272,4.762173935,5.63835467,9.312626166,4.836281907,6.428105273,7.814399633,6.984716319,13.8122362,10.22055851,10.63178467,9.95280139,9.790038861,11.01518058,11.18903574,NA,2.397895272,NA,5.214935758,NA,5.252273427,3.931825632,4.997212273,3.135494216
1989,NOPI,8.07121854,NA,5.666426689,5.252273427,3.931825632,5.860786222,7.155396302,9.225426009,5.95583737,6.240275845,9.569970944,7.126890808,13.04949371,10.35191636,10.38517269,9.663070672,9.40360187,10.30176019,11.07109716,NA,2.397895272,NA,7.471363087,NA,NA,3.931825632,7.032624261,1.098612289
1990,NOPI,9.059633755,NA,6.576469568,NA,3.091042454,6.94793707,7.462214939,8.125630988,8.776938646,7.973499964,10.05775251,6.836259277,13.24536124,11.50622305,10.7611105,9.500469449,10.08813972,10.52597082,10.84939534,2.397895272,1.098612289,NA,4.094344561,NA,2.079441542,3.044522438,7.296413268,3.828641397
1991,NOPI,7.601402335,3.931825632,5.796057751,8.268218881,5.497168225,2.397895272,7.030857476,8.110126803,5.484796934,6.94793707,10.17952711,7.84188593,13.25722813,11.8100627,11.67993878,9.73305504,9.109525066,10.66874607,11.65088579,NA,NA,NA,6.306275286,NA,NA,3.583518939,7.25488481,1.791759468
1992,NOPI,10.81579034,3.931825632,5.910796644,2.197224576,5.293304824,5.602118821,7.570958582,8.853665428,8.627481546,8.181440695,10.06569143,7.055312843,13.15819566,10.76208561,9.50524629,9.732461956,9.4568879,10.32833036,10.57880166,NA,NA,NA,3.401197382,NA,NA,3.931825632,7.366445148,3.36729583
1993,NOPI,8.294299608,1.791759468,4.682131226,NA,2.772588723,3.931825632,7.710205194,7.416378479,5.609471795,7.492760301,8.96136606,NA,13.00849118,11.17510031,11.62247918,5.303304907,10.20547925,10.40022439,10.3446415,NA,2.079441542,NA,6.9902565,NA,NA,4.110873864,7.443663684,3.496507562
1994,NOPI,10.05195066,4.564348191,9.06912237,2.772588723,NA,6.523562306,8.634264862,9.536834421,3.663561646,7.837554362,9.084777149,8.177515824,13.62862902,10.54326033,10.47680899,7.542213462,9.828979501,10.46150206,10.20647687,NA,NA,NA,7.082548568,NA,NA,3.044522438,7.540621529,4.20469262
1995,NOPI,10.57390332,2.890371758,5.598421959,4.990432587,3.526360525,8.125926803,8.137688185,7.194436851,7.685243608,8.846784666,6.595780514,NA,13.5609576,10.78717244,10.5913709,7.832807516,7.486052617,10.22314056,10.93449886,NA,NA,NA,6.94022247,NA,NA,3.044522438,7.385230922,6.075346031
1996,NOPI,11.47627185,4.304065094,8.792245847,2.833213343,3.044522438,9.707533493,7.039660349,6.838405201,6.853299093,10.2331869,8.586532669,7.833996341,13.71430473,11.78450864,11.61361207,8.212297138,7.464509834,11.28583664,10.66592756,NA,NA,NA,6.717804696,NA,1.098612289,4.110873864,7.632401127,6.366470449
1997,NOPI,9.928228945,0.693147181,7.673223121,NA,2.564949357,9.745722014,3.433987205,8.161660451,5.758901773,10.0648408,8.026823575,8.039479919,13.36185733,10.7552611,11.1817651,9.008101781,8.469682209,11.31244808,10.49393733,NA,NA,NA,7.365812837,NA,NA,4.510859506,7.529406459,5.978885766
1998,NOPI,10.72548958,2.944438979,5.831882477,1.609437912,4.634728989,8.896451208,7.313886831,9.62032857,2.197224576,8.102283625,8.288283045,7.641084249,13.66330532,11.34374913,11.77348811,8.227642708,9.118773178,11.07406385,10.59132064,NA,NA,NA,8.669570872,NA,5.375278407,3.828641397,7.743269701,6.641182171
1999,NOPI,9.392745259,NA,6.06378521,7.107425474,NA,5.860786222,8.000014094,7.53955883,4.983606622,8.389587068,9.573732703,NA,13.6101836,11.00428079,11.05988121,6.018593215,8.999619341,11.15370443,11.11651425,NA,NA,NA,8.51539157,NA,NA,3.713572067,7.793586804,6.04025471
2000,NOPI,9.660205068,1.38629436,5.247024072,5.365976014,5.111987788,9.172223049,7.462214939,9.295508385,7.016609683,9.367002183,8.492900499,6.720220156,13.70022764,11.74523488,12.2103933,7.870165946,9.34084218,11.29637265,11.08463176,NA,NA,4.510859506,8.559486104,6.898714533,NA,4.615120517,7.467942332,7.074116817
2001,NOPI,9.449436009,5.231108618,7.320526961,NA,2.772588723,7.804251383,6.836259277,6.860663672,7.188412736,9.301733801,9.965099923,5.252273427,14.02683494,11.60285757,11.93898374,5.713732807,7.889833751,11.39451348,10.90279503,NA,NA,8.216358332,8.665785594,5.780743515,NA,3.433987205,8.090095784,6.366470449
2002,NOPI,10.50509494,NA,5.192956851,NA,3.713572067,8.114025443,7.359467638,7.914617708,4.077537445,7.93522954,10.08016823,4.094344561,13.64115122,9.579003173,10.38625315,7.686162303,7.747164966,11.09410152,10.78400602,NA,NA,3.044522438,7.465082736,5.278114658,1.791759468,3.044522438,7.822845289,5.402677381
2003,NOPI,10.46882977,NA,3.737669617,2.197224576,3.295836866,8.217708407,6.94793707,8.017307507,4.025351691,10.35469055,8.935640333,6.095824562,13.66078471,10.9075144,10.43134727,5.796057751,8.768885327,10.85311634,10.81715485,NA,NA,NA,5.416100402,7.106606138,NA,2.397895272,7.333023015,4.290459441
2004,NOPI,10.56206917,NA,NA,2.197224576,4.672828835,7.601402335,7.957177323,3.36729583,7.325807503,9.651043915,8.022896869,5.087596336,13.81648908,10.30928594,11.11856349,5.327876168,7.788211557,3.135494216,10.74761611,2.397895272,NA,6.933423026,7.369600721,7.611347719,NA,4.875197324,7.862497198,5.541263544
2005,NOPI,11.27721579,2.564949357,4.700480365,NA,NA,7.346655164,8.106514517,5.153291594,6.169610733,10.86059388,8.569406062,NA,13.65777429,10.19578396,11.73431548,6.665683718,6.722629795,11.42735668,11.62652197,NA,1.609437912,4.663439094,8.270013062,8.19450551,NA,3.258096538,7.845807502,5.65248918
2006,NOPI,11.79773592,1.38629436,5.521460919,1.38629436,NA,9.102532419,6.37331979,7.391415235,5.817111159,10.08226116,8.496378052,4.948759891,13.51537257,10.52323036,12.37783448,4.248495242,8.013674143,11.87506545,11.40123384,NA,NA,3.713572067,1.791759468,7.598399329,5.831882477,6.042632834,8.136810863,5.278114658
2007,NOPI,10.73641841,1.791759468,4.753590191,1.609437912,NA,8.871505346,8.321421587,7.514799761,3.970291914,10.50290081,9.348797116,6.11368218,14.14566143,11.41707514,10.66515749,5.620400866,7.582738488,11.79821718,11.53728632,NA,NA,NA,5.703782475,7.945909598,NA,5.225746673,7.844632644,5.272999558
2008,NOPI,8.732465848,NA,5.700443573,1.098612289,2.302585093,9.175852441,7.406103382,9.188912425,6.469250318,8.618123909,9.513994214,NA,13.98847851,10.94102199,10.70058926,8.045908743,8.965462329,11.57520519,10.38288443,NA,NA,3.931825632,6.073044535,5.97126184,NA,4.025351691,7.4465851,3.135494216
2009,NOPI,8.699681402,1.945910149,5.634789602,4.787491743,NA,7.496652439,7.189922171,7.6989362,6.073044535,8.440528106,8.691818541,NA,13.76439093,11.13753359,11.81007012,6.831953565,9.78639178,11.49786259,11.61983179,NA,NA,NA,4.430816799,6.993932975,3.433987205,4.564348191,7.654443226,4.804021045
2010,NOPI,7.601402335,1.098612289,3.610917912,3.931825632,2.197224576,5.081404365,7.17088848,8.498214225,4.543294783,7.811973429,7.629489915,3.044522438,13.83343397,7.713784618,11.65191319,6.89467004,10.45946817,10.96413834,10.56439559,NA,NA,NA,4.007333184,7.515889085,2.397895272,3.713572067,6.984716319,2.197224576
2011,NOPI,8.294299608,NA,NA,NA,NA,7.381501895,7.359467638,3.496507562,3.465735902,4.33073334,7.853993088,NA,13.88687262,8.819960901,11.64982244,7.111512116,10.10638758,10.25797511,11.1347204,2.079441542,NA,NA,4.624972814,7.521317979,3.044522438,4.753590191,7.167037878,3.555348061
2012,NOPI,6.216606101,NA,NA,NA,NA,7.550135343,7.710205194,7.176254532,8.418918622,9.477232831,8.532278828,NA,14.17858995,11.84256009,10.83245756,7.381501895,8.890961214,10.09563567,11.13547914,NA,NA,NA,NA,6.622736325,4.663439094,5.081404365,7.566311015,4.110873864
2013,NOPI,NA,NA,NA,NA,3.970291914,5.375278407,8.101980731,6.898714533,4.343805421,6.393590754,7.529943371,5.707110266,13.883443,11.08040257,10.52080605,NA,9.590487673,10.8568621,11.069182,NA,NA,NA,5.780743515,NA,2.397895272,4.983606622,4.804021045,4.20469262
2014,NOPI,7.208600338,1.609437912,NA,NA,0.693147181,4.934473933,6.722629795,7.94271754,5.828945618,6.552507887,4.158883083,NA,14.01521515,10.8875117,9.944821415,NA,8.589141692,12.2243005,11.17432897,2.564949357,1.38629436,NA,4.663439094,NA,5.129898716,4.795790545,2.833213343,3.295836866
