Year,Species,CA14_2,ID33_1,ID33_2,ID33_3,MT53_1,NV55_1,NV55_3,OR69_2,OR69_3,UT85_1,WA89_2,CA14_1,CA14_3,CA14_4,CA14_5,CA14_6,CA14_7,OR69_1,WA89_1,MT53_2,WY92_1,AZ6_1,AZ6_2,AZ6_3,NM60_1,NV55_2,UT85_2,UT85_3
1955,TCAG,8.416488487,NA,NA,NA,8.062117584,8.665613198,5.793013609,NA,NA,6.714170531,10.10789671,4.510859506,10.98412255,9.765431655,12.02102538,6.180016654,8.566935282,NA,7.021083965,5.866468056,NA,2.944438979,7.684324068,6.51025834,NA,3.135494216,7.616283561,5.877735782
1956,TCAG,8.959440143,NA,NA,NA,5.272999558,8.279443488,5.940171254,NA,NA,8.159374737,9.926666825,4.262679878,11.69920584,8.521583539,11.24645679,6.175867269,9.145695178,NA,6.549650743,6.572282543,NA,2.890371758,7.941295572,6.96979067,NA,2.197224576,8.197263372,5.620400866
1957,TCAG,9.560926818,NA,NA,NA,6.597145703,8.211482917,5.533389488,NA,NA,6.91869522,10.7051079,3.931825632,10.91477932,10.84824912,10.40607937,5.755742214,7.538494999,NA,6.669498089,7.178545484,NA,2.708050201,7.941651252,6.639875833,NA,4.025351691,8.248267448,5.673323267
1958,TCAG,9.554355519,NA,NA,NA,7.421177529,8.943114308,6.061456919,NA,NA,6.803505258,11.01895696,4.454347296,11.51042233,9.760425169,11.53734487,5.402677381,7.727975542,NA,6.975413928,7.204149291,NA,NA,7.930925373,6.899723107,NA,4.762173935,8.569975376,5.723585101
1959,TCAG,10.40888849,NA,NA,NA,7.41397029,9.156728602,5.187385806,NA,NA,7.696667083,10.82564106,4.510859506,11.33389449,10.7787271,9.834191064,5.198497032,8.791941989,NA,8.532081805,7.122059881,NA,2.079441542,8.336150817,7.431299674,NA,5.429345629,7.681560363,6.608000625
1960,TCAG,9.722025625,NA,NA,NA,6.790097236,8.32409376,7.035268598,NA,NA,7.129297548,10.64000548,4.442651257,11.62563789,10.54586762,10.15120664,6.533788837,8.24170316,NA,7.589841512,6.948897222,6.298949248,2.302585093,8.318742253,7.569927655,NA,5.869296913,5.869296913,5.099866428
1961,TCAG,9.39897529,NA,NA,NA,7.424761763,8.608130185,7.745002804,NA,NA,8.017307507,11.50167239,4.510859506,10.84597221,8.395477433,11.76986736,6.580639138,9.143238568,NA,7.642044404,7.542743545,6.710523109,5.442417711,8.116715625,7.573531263,NA,5.817111159,7.229113877,5.463831805
1962,TCAG,9.883488906,NA,NA,NA,6.406879986,8.935903526,7.384610382,NA,NA,7.50659178,11.38403472,6.102558594,11.17285476,10.60816797,11.29819641,7.248504073,9.073489188,NA,7.749753405,7.582738488,6.095824562,3.970291914,7.893945138,8.063692635,NA,3.828641397,7.20785987,5.451038454
1963,TCAG,10.62076621,NA,NA,NA,7.363913502,8.505727712,6.664409021,NA,NA,8.094073147,11.1047918,4.317488113,12.01284584,10.27594726,10.38235801,7.252053952,8.951051374,NA,7.767263996,8.396606229,4.897839799,5.411646051,7.831617275,8.279443488,NA,6.304448802,6.608000625,4.727387818
1964,TCAG,10.36571099,NA,NA,NA,6.424869024,9.223651386,7.643003635,NA,NA,7.299797366,11.41143523,5.384495064,10.53478592,10.01417884,10.65906948,7.232010331,9.245321341,NA,8.056743776,7.687080157,6.495265555,5.676753801,7.74456981,8.421562961,NA,5.857933154,7.478169694,5.356586275
1965,TCAG,NA,NA,NA,NA,6.651571874,8.751949058,7.400009516,8.944289319,9.620992007,7.550135343,9.71577147,NA,NA,NA,NA,NA,NA,9.668650902,7.771910256,7.232010331,4.46590812,4.691347882,7.895436007,7.402451521,NA,5.627621114,7.483244417,4.682131226
1966,TCAG,9.34075441,NA,NA,NA,NA,8.987321812,7.356279877,10.40195715,9.625689803,6.961296047,10.67879059,5.860786222,9.177093779,10.27418867,10.55916648,6.439350371,9.377040549,9.89887694,7.672757896,NA,4.110873864,4.624972814,7.415776974,8.289790582,NA,5.303304907,7.33628566,5.472270674
1967,TCAG,9.652137408,NA,NA,NA,7.764296005,8.619388703,6.866933284,NA,NA,2.63905733,11.26698656,6.516193076,10.74207617,10.87312946,10.61621675,7.123672784,10.17549746,NA,7.992268644,6.857514063,3.931825632,2.772588723,7.32448998,7.636269603,NA,4.727387818,6.156978986,6.248042874
1968,TCAG,9.160204303,6.893656355,7.620214771,7.6453977,7.22329568,7.653969181,7.090909821,10.24270601,9.319912008,6.146329259,10.61849407,6.368187187,10.73872006,8.230577216,10.4502786,6.169610733,9.622052594,10.07613749,8.479283618,6.749931195,5.159055299,4.406719246,7.902117547,7.370230642,NA,1.098612289,3.36729583,6.630683386
1969,TCAG,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,9.774687805,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,7.763446388,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831
1970,TCAG,8.995040975,6.976348071,7.933079771,8.428143374,7.477604244,8.367300103,6.733401892,10.54386667,9.257700944,5.147494477,10.76341955,NA,10.63267732,10.21691047,10.77789322,NA,8.446985297,10.03766873,8.577535419,6.850126165,4.499809669,4.043051269,7.023758954,7.579678822,4.948759891,3.526360525,6.100318953,6.898714533
1971,TCAG,8.769507119,7.010311866,8.672657293,8.006700844,7.383989458,8.015327309,6.311734809,10.57167584,8.282988693,6.188264123,9.367087678,4.615120517,11.16741652,9.725018565,11.18360162,NA,9.084096645,10.03350653,8.688790784,6.331501851,NA,4.663439094,7.183870714,7.640603826,1.38629436,1.791759468,6.513230112,7.120444373
1972,TCAG,6.415096959,6.021023349,8.701845364,9.26150866,7.539027055,8.141772204,6.492239836,10.62723668,9.60163894,7.249215056,10.71067745,NA,10.90982007,9.265396577,11.46877502,NA,9.209239766,9.792164854,7.729295674,6.059123196,5.420534999,4.276666118,7.418180823,7.826443136,3.828641397,1.098612289,6.249975243,6.68959927
1973,TCAG,7.932362154,3.433987205,8.724044746,8.377931124,6.942156706,7.899524472,6.913737351,11.0334693,8.5201887,6.171700596,10.70828791,NA,10.52059027,9.05438807,10.66057151,NA,9.737491997,9.828440678,7.787796877,6.923628628,5.934894196,4.990432587,7.845416037,7.624130586,3.36729583,1.38629436,5.342334252,6.01615716
1974,TCAG,8.648396877,6.216606101,8.956479847,9.196342863,6.833031732,8.205764725,7.186144305,8.904358543,8.427049641,7.634337235,10.55299628,NA,11.20763595,8.267705664,10.7131058,NA,9.4918283,10.41379304,6.675823221,NA,6.843749948,NA,7.657282792,8.084254107,5.068904201,4.262679878,6.807934943,6.719013155
1975,TCAG,8.074337695,7.456454555,8.633374945,9.384209643,7.970394908,8.069655308,7.313886831,10.81853751,9.5451684,6.807934943,10.87331905,1.098612289,10.42809773,9.47201209,10.22451977,NA,9.621721282,10.23487546,8.719317375,5.075173816,6.306275286,NA,7.479299637,NA,5.192956851,3.583518939,5.783825182,6.717804696
1976,TCAG,9.684771684,5.552959585,8.570165077,9.831884134,7.949091501,8.316544717,7.111512116,11.42028372,9.672626801,6.456769655,11.36603669,4.189654743,10.41424317,9.47585352,9.937937286,NA,9.55541833,10.48270987,8.733594061,NA,5.375278407,NA,7.346655164,NA,5.18178355,6.293419279,7.119635639,6.530877628
1977,TCAG,8.327484416,6.70073111,8.80026465,9.739732565,7.818027938,8.572249398,7.099201743,10.75421524,8.177796684,8.247743886,11.08674731,3.583518939,10.37148918,10.18229284,10.29573232,NA,9.383116516,10.70290733,8.864887933,4.33073334,6.827629234,NA,7.385230922,NA,6.265301212,5.420534999,7.368970402,7.150701458
1978,TCAG,9.112837791,6.349138992,9.347664562,10.06853578,7.240649695,8.61974978,7.244941546,10.9123757,9.622516247,8.452334618,11.32420749,4.663439094,9.54866803,10.30129004,8.815221555,NA,8.687948112,10.21042063,8.507546814,4.110873864,6.75110147,1.609437912,7.409136443,NA,6.021023349,6.994849987,7.705712825,7.686621334
1979,TCAG,9.23805281,5.525452938,8.343315881,10.34737177,5.924255797,8.170751423,7.447751281,10.51675243,9.923829251,7.649216321,10.10283009,3.258096538,9.899027621,8.599878559,9.783915417,NA,9.239025005,10.79224263,9.080573314,0.693147181,NA,4.875197324,7.387709238,NA,8.214735834,5.303304907,7.333676396,4.828313737
1980,TCAG,10.69706813,7.620214771,9.228082053,10.09555315,8.026823575,9.004053938,7.570958582,10.05216615,10.11597452,7.557472901,10.95092935,NA,9.681967681,7.791935956,9.288781799,NA,9.65956715,10.9971543,9.373054281,6.608000625,NA,3.761200117,7.550135343,NA,6.495265555,6.908754778,8.112227958,5.505331536
1981,TCAG,9.473166069,6.758094503,9.214133169,10.7864283,7.570443252,9.179778066,7.155396302,9.942467853,9.900984422,8.24170316,10.76233983,4.110873864,9.700881652,4.836281907,9.00712199,6.530877628,9.195328252,10.8591336,9.551942285,7.561641745,NA,5.631211781,7.084226423,NA,6.552507887,7.90691549,6.513230112,7.654443226
1982,TCAG,8.71374633,8.127404563,8.996651979,9.846970109,7.822044008,9.088850475,7.210079629,9.895102496,9.566545206,6.881411304,10.31450389,3.828641397,10.7189851,6.836259277,9.237079669,6.364750756,9.25397441,11.09748577,9.958922259,4.20469262,6.536691598,NA,7.701200182,NA,7.22329568,7.394493107,7.772331576,7.288244401
1983,TCAG,9.044993919,7.763021308,9.203215048,9.307648555,7.807916629,9.109967397,7.509883061,9.973666386,9.4568879,6.987490248,11.35601431,2.397895272,9.325987796,6.265301212,9.193804403,6.447305862,9.268231851,11.05526139,8.285008896,8.101980731,6.142037406,NA,7.562161632,NA,7.786136437,7.095064378,7.837554362,7.25488481
1984,TCAG,8.442685138,7.218176838,9.275847175,7.484930282,7.333676396,9.620527647,7.775275846,9.098738196,9.422786914,7.066466971,10.34823748,NA,9.004053938,8.049107722,9.197356445,6.888572459,9.407222079,10.98109749,9.558388209,3.258096538,6.326149473,NA,7.591861715,NA,8.861491864,7.810352683,7.749322465,7.215975002
1985,TCAG,9.351058379,6.925595197,9.760598225,9.761059559,7.811163384,9.569133073,7.934155232,10.17049487,9.350710825,6.498282149,10.9930591,2.397895272,9.424725682,8.314097336,9.396487934,7.378383713,9.712084887,10.93668983,9.701126541,5.874930731,6.30809844,NA,7.420578905,NA,7.804659297,7.259116128,7.979681302,6.885509671
1986,TCAG,8.525359753,6.7214257,8.894533136,8.35019365,5.786897381,9.708323888,7.442492723,9.468387639,9.931540367,6.194405391,10.60732736,3.433987205,9.962039439,6.735780013,9.023528749,7.719129841,9.59764151,11.06826204,10.05620864,NA,6.401917196,NA,7.519149957,NA,8.960210956,7.57712193,8.047829357,7.471932079
1987,TCAG,10.49855322,8.674880467,9.455401959,9.617670406,8.24222989,9.544381084,7.095064378,10.93701006,10.28271135,7.166265973,10.74806744,NA,8.069655308,6.878326469,8.677950571,7.526178914,9.767839636,11.15926027,9.632334783,6.937314082,6.180016654,NA,7.156176637,NA,NA,7.981391582,7.987864096,7.793999091
1988,TCAG,9.758519582,7.988882253,9.562334377,9.721065991,8.669914279,9.334679647,7.155396302,11.33238632,9.148784066,7.288927695,10.61001975,NA,10.01873404,7.177018767,9.283497894,7.041411663,10.02543966,10.94843532,10.13942886,6.709304339,6.188264123,NA,7.193685817,NA,8.372398606,7.120444373,7.630946581,7.080867898
1989,TCAG,8.716207971,8.07184315,9.584383609,9.045229851,8.506738734,9.579556348,7.005789018,11.05287217,8.963544291,5.932245187,10.99470591,4.025351691,10.10299393,8.177796684,9.404343433,6.73459166,9.993282551,10.83647806,10.0429451,7.10578613,6.167516491,NA,7.464509834,NA,NA,6.974478911,6.939253945,7.615791072
1990,TCAG,8.623533227,9.548596731,9.59376435,9.945924243,8.716371865,9.705524299,7.248504073,10.9661099,10.04098607,8.024207486,10.85742083,4.795790545,10.23426503,7.852439085,8.988321189,4.663439094,9.620195828,11.01613423,10.22596952,8.25971696,6.513230112,NA,7.22620901,NA,10.38511091,7.981391582,7.819636303,7.11882625
1991,TCAG,8.819665348,7.004881991,8.997147152,9.497697392,7.745002804,9.772239266,7.587310505,10.47522952,9.258654232,6.855408798,10.9927395,3.663561646,10.59152168,8.176953869,9.147081033,6.186208623,9.607033787,10.64789803,10.21167054,7.928045601,5.97635091,NA,7.494430214,NA,9.361171261,6.693323669,7.300472815,6.280395839
1992,TCAG,10.13499602,9.036701016,9.948078435,10.6670466,9.305468716,9.586376669,6.966967139,9.540363285,10.6526842,8.05610966,11.33620022,5.587248658,10.5263732,7.661997558,9.513551245,5.407171771,9.716856725,11.12108216,10.29329742,9.595942851,5.683579766,NA,6.988413182,NA,9.793895875,6.329720905,7.943782693,6.989335266
1993,TCAG,8.754791763,7.083387847,9.883437895,8.837681216,6.171700596,9.416622567,7.201170884,9.567385247,9.410911062,7.377758909,10.31281187,NA,9.784478765,7.856706793,10.25769445,NA,8.014996895,11.15010309,10.47163824,8.563313127,4.927253684,NA,7.167809184,9.966509298,9.754117097,6.693323669,7.918264685,7.971085755
1994,TCAG,9.21443199,8.793460362,10.06415978,8.210939732,9.399885774,9.643874501,6.102558594,10.99629972,9.92436803,8.156510227,11.14568057,5.209486153,10.48993999,7.02464903,10.06556388,5.225746673,6.545349661,11.39764928,9.976645073,NA,NA,NA,7.176254532,9.966509298,9.521201718,5.996452088,7.779466967,7.954372273
1995,TCAG,9.45258042,8.992806058,10.22012145,9.031572494,8.551014739,9.793505263,6.552507887,10.171375,9.320360018,7.593877844,10.36309356,NA,10.29492135,5.777652322,9.687816015,6.278521424,6.232448016,11.64837377,10.48108358,9.564020836,NA,NA,7.347299701,NA,10.25054641,3.761200117,7.523481313,8.016977747
1996,TCAG,8.703008637,10.60700577,9.932803606,9.132162591,8.71489585,9.643161211,6.364750756,9.030974443,10.38859529,9.352707613,10.68382109,6.949856454,10.31781329,8.091321273,10.49282856,6.75110147,6.527957918,11.63390339,10.41156942,8.038189179,NA,NA,7.157735485,NA,9.450537679,7.719129841,7.459338896,8.653296274
1997,TCAG,8.734077192,7.822845289,9.915119638,9.836546148,5.356586275,9.794286339,6.347389209,10.44292979,10.3869317,9.154404741,10.07689449,6.976348071,8.339978572,6.715383387,10.58708932,6.139884553,5.59098698,11.51679796,10.0906308,8.003363059,NA,NA,7.390181429,NA,9.636979716,7.594884387,7.328437352,8.889583992
1998,TCAG,7.438971593,9.67501734,10.19544796,9.663769907,9.456340705,9.965475951,6.439350371,10.56276766,9.768698226,8.337587943,11.1151904,6.774223886,8.797246238,7.204149291,8.151909873,6.378426184,7.90285719,11.91355222,10.24937957,10.09092102,5.420534999,8.951828676,NA,7.207118857,NA,7.208600338,6.938284483,9.090655529
1999,TCAG,8.867990899,8.458716261,10.3571077,10.31529915,8.516392872,10.31711922,6.240275845,10.11544881,9.906881785,8.911799556,11.16066932,NA,8.271804031,8.368461137,7.736307096,4.663439094,8.945462952,11.87615786,9.819562317,8.88030736,NA,NA,7.754481547,NA,9.816512538,7.768956044,6.648984549,8.076515328
2000,TCAG,8.140607043,9.660778847,9.63049703,8.861066544,9.349058292,9.817711775,6.73459166,10.00061426,9.334944536,8.91489491,11.07779465,7.68386398,9.422301633,8.322637097,9.311542252,7.447751281,NA,12.13864997,10.18539046,10.17018855,6.306275286,7.338238149,6.405228459,8.747352079,10.0637339,6.792344427,7.397561535,8.707482917
2001,TCAG,8.770439086,7.873217055,9.83510164,9.807692256,8.460411177,9.937212421,6.175867269,9.350971503,10.19279331,8.867427438,9.742144403,6.606650187,9.00307017,8.302761581,10.71913994,7.489412085,8.977903774,12.07627712,10.09958873,9.69060369,6.306275286,7.584773077,4.718498872,9.440896382,9.120634459,6.908754778,7.446001498,8.588396951
2002,TCAG,8.547916365,8.865029187,9.411156511,9.217613856,8.796036314,9.629774129,5.755742214,9.344871264,10.10765214,8.545780648,11.12347641,7.195187319,7.908387159,7.299797366,10.22179582,6.450470422,6.315358001,11.78686099,9.920885329,10.40016354,6.01615716,7.678788999,6.224558429,9.057888248,8.688285265,7.057036982,7.136483209,7.526178914
2003,TCAG,8.296795866,9.536257094,9.412954632,9.763823106,8.802522499,9.735660443,6.364750756,8.998878325,9.847075918,9.263596738,10.16926905,7.122866658,7.887208585,9.126415138,9.912496846,6.139884553,7.546446275,11.78984483,10.64194265,10.47553997,6.94022247,7.597897951,5.796057751,9.308464771,9.31307745,7.030857476,7.43307535,7.541152454
2004,TCAG,9.328212293,NA,NA,NA,7.261927092,9.771668978,6.776506992,9.020994199,9.826498512,8.462737005,10.21258859,9.331318299,8.685246776,9.381095293,10.06798452,NA,6.192362489,7.748460025,9.397981091,10.65657677,NA,7.702556114,NA,8.624252264,9.527993784,7.05012252,6.7214257,7.360739904
2005,TCAG,8.881280596,9.794063234,9.897066984,9.662052731,6.628041377,9.633121357,6.478509643,8.526549287,9.244451901,9.352620879,9.789254458,8.874447967,8.229244416,9.131621787,10.42037477,6.146329259,8.625868207,11.61161176,10.16850215,11.01445652,6.89264164,7.23489842,5.225746673,9.499346568,9.395491255,7.245655068,7.39387829,7.314552833
2006,TCAG,8.981052985,7.001245622,9.920541307,9.777867638,8.954931861,9.7830698,6.311734809,9.813672249,9.837134053,9.611529685,10.33296211,6.701960366,7.265429722,9.378140333,9.802174392,6.66185474,5.966146739,11.84070287,9.624434807,10.61130165,6.442540167,6.198478717,6.37331979,9.455167135,9.616338671,7.816416983,7.613818685,7.990915463
2007,TCAG,8.866581652,8.634442751,10.08547572,9.635673464,8.898365607,9.713536968,6.100318953,9.502487462,9.555276686,9.463586268,10.23631028,7.617759578,8.983188798,9.840228214,8.921324077,4.127134384,4.941642423,11.69957099,9.606024469,10.81767608,6.458338284,2.833213343,7.149131599,9.698368088,9.131621787,6.938284483,7.272398392,8.547334347
2008,TCAG,8.545974993,8.607764889,10.26715797,9.242517104,8.905986765,10.06679617,5.655991811,9.80421955,9.591102868,9.254165852,10.64730408,NA,7.69348164,8.836809883,10.99924577,6.357842266,4.672828835,11.86958541,9.803446199,10.81388093,4.997212273,4.33073334,7.665284717,8.610501369,9.583488878,6.852242568,6.924612396,5.808142491
2009,TCAG,8.156797046,8.965079015,10.25308753,7.003065458,6.517671274,9.903737522,6.320768295,10.25590344,9.362288628,9.281544132,9.143773127,7.531016332,9.141097468,10.67750018,10.79663247,4.875197324,5.476463552,12.01168053,9.866564199,10.98476716,5.831882477,NA,6.732210707,9.18829924,9.601368433,6.933423026,6.993015123,6.927557907
2010,TCAG,7.678326357,8.863757191,10.34919849,8.929964875,8.897955687,9.651880223,6.559615237,9.745487807,9.416052882,9.631022445,10.69466847,8.10681604,6.945051065,5.973809611,10.5867359,5.710427017,5.905361847,11.46493198,9.120525068,11.24241511,5.945420609,3.496507562,6.400257445,8.896177423,9.121509158,6.862757912,6.502790046,6.625392368
2011,TCAG,8.818186278,NA,NA,NA,6.834108739,9.690851108,5.723585101,9.794063234,8.811503251,9.148784066,9.602990383,NA,7.671360924,7.316548177,10.95355715,6.270988432,5.616771098,10.94700987,9.408535278,10.90397236,6.210600078,NA,6.102558594,8.613956861,9.49912184,7.37337431,6.591673731,6.453624998
2012,TCAG,7.893945138,NA,NA,NA,8.966611388,9.787403074,5.755742214,10.51853805,9.337501518,9.71667593,10.01444736,NA,7.993619994,10.79357804,9.504873919,6.423246963,1.38629436,10.98668159,10.05603695,11.53450103,5.662960481,NA,5.866468056,7.903965634,9.54330647,7.581209827,6.928537818,7.10578613
2013,TCAG,NA,NA,NA,NA,8.507142856,9.813726945,6.06610809,8.784621534,8.23800825,9.301916316,9.878015887,7.601402335,8.35514474,10.29890232,11.06223807,NA,1.38629436,10.58920722,10.05151955,11.23391238,3.401197382,NA,6.939253945,NA,10.12093491,7.379008128,5.831882477,7.329093736
2014,TCAG,7.130098509,7.570958582,8.218787156,NA,8.480321716,9.579832819,5.463831805,10.50199433,8.348774539,8.898911907,11.05062013,NA,8.520388083,10.35338413,10.82005825,NA,1.609437912,12.55519313,9.871274231,11.34480263,5.303304907,NA,6.706862337,NA,NA,7.052721049,6.359573868,6.91671502
2015,TCAG,NA,5.690359454,8.128290172,NA,8.684231891,9.657778811,6.758094503,9.09211974,9.361773077,9.342070144,9.533148247,NA,NA,NA,NA,NA,NA,11.52597001,9.98764486,8.876125584,NA,NA,NA,NA,9.273409064,7.515344571,7.227662498,8.571491965
2016,TCAG,NA,NA,NA,NA,7.928766322,NA,NA,NA,NA,NA,9.09031733,NA,NA,NA,NA,NA,NA,NA,10.14948789,11.33181118,NA,NA,NA,NA,NA,NA,NA,NA
1955,GWFG,7.712443834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62160048,9.333354148,11.18871771,NA,3.044522438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,GWFG,6.938284483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83121918,9.772695263,10.61663342,2.397895272,4.394449155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,GWFG,8.620832226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.28892001,10.51260074,9.895253748,2.772588723,5.525452938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,GWFG,7.76046703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16316939,10.40505041,9.58238657,NA,5.198497032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,GWFG,10.18870409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24407823,10.39363076,9.720825937,NA,5.993961428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,GWFG,7.6501687,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,11.07311733,11.36501693,9.432763663,3.713572067,5.942799376,NA,1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,GWFG,5.993961428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89731323,10.57903069,11.26113807,3.526360525,5.017279836,NA,2.079441542,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,GWFG,5.587248658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34197106,10.72328941,11.0547081,NA,4.510859506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,GWFG,9.716073049,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,2.397895272,NA,11.19273398,10.11763072,9.506808732,2.397895272,4.795790545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,GWFG,9.767725101,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.525452938,NA,11.22525673,10.70831027,10.14191373,NA,4.394449155,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA
1965,GWFG,NA,NA,NA,NA,NA,NA,0.693147181,NA,1.791759468,NA,NA,NA,NA,NA,NA,NA,NA,2.48490665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,GWFG,6.311734809,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,10.52982697,9.629116494,9.534378482,NA,2.397895272,1.38629436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,GWFG,8.244334048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,10.93935526,11.26103516,10.75216304,2.397895272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,GWFG,7.244941546,NA,NA,NA,NA,NA,1.098612289,0.693147181,NA,NA,NA,NA,10.660806,9.913982289,8.790421306,4.110873864,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,GWFG,5.278114658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23480366,11.02513254,10.11718664,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,GWFG,6.73459166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43819571,11.94788465,9.754465365,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,GWFG,5.602118821,NA,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,10.25065242,10.82339175,10.2223412,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,GWFG,3.044522438,NA,NA,NA,0.693147181,NA,NA,1.098612289,NA,NA,NA,NA,9.85828096,10.94167728,10.11884084,NA,NA,NA,8.157943508,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,GWFG,3.583518939,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,10.01686088,9.618800989,9.687878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,GWFG,4.510859506,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.945910149,NA,10.39516094,10.43414521,9.810604425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181
1975,GWFG,8.318986125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19432713,9.918425424,9.709660055,NA,2.708050201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,GWFG,8.394121194,NA,NA,NA,NA,NA,NA,NA,4.394449155,NA,NA,NA,9.892729896,10.85901823,8.462948177,NA,4.189654743,2.564949357,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,GWFG,7.669028288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.239996256,10.16203686,9.270117576,NA,NA,0.693147181,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA
1978,GWFG,8.895766603,NA,NA,NA,NA,NA,NA,0.693147181,6.888572459,NA,NA,NA,9.311180686,11.3752254,8.706324841,NA,1.791759468,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,GWFG,8.566173813,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,9.183071946,9.341456351,9.27152954,NA,NA,1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,GWFG,9.275285061,NA,NA,NA,NA,NA,NA,NA,4.875197324,NA,NA,NA,9.721425963,10.94139397,8.105005538,NA,3.258096538,2.564949357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,GWFG,9.730383385,NA,NA,NA,NA,1.945910149,NA,3.828641397,4.795790545,NA,NA,NA,10.19223156,10.13245412,7.822444729,NA,NA,2.079441542,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,GWFG,8.537191879,NA,NA,NA,NA,NA,NA,NA,1.38629436,NA,NA,NA,10.80468495,10.45192683,8.721113147,NA,NA,0.693147181,NA,NA,NA,NA,NA,2.48490665,NA,NA,NA,NA
1983,GWFG,8.537191879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791759468,9.684771684,8.752423405,7.853993088,NA,NA,1.38629436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,GWFG,9.480443843,NA,NA,NA,NA,1.791759468,NA,NA,NA,NA,NA,NA,9.878221025,9.919410113,9.152817187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,GWFG,8.682877108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.953039332,8.595264726,6.580639138,NA,NA,3.258096538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,GWFG,9.127067453,NA,NA,NA,NA,NA,1.098612289,1.609437912,NA,NA,NA,NA,10.04416212,9.669725322,8.604654468,1.791759468,NA,NA,5.293304824,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,GWFG,10.23641781,NA,NA,NA,NA,NA,NA,NA,4.615120517,NA,NA,NA,10.32387411,9.20873909,7.623153068,2.397895272,NA,0.693147181,0.693147181,NA,NA,NA,NA,2.564949357,NA,NA,NA,NA
